FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
1/3/2020,16,-99,2,2,-99,2,1,-99,-99,3,3,3,-99,-99,-99,3,4,-99,9,-99,2,-99,2,1,1,2,2,-99,2,8,8,-99,1,4,9
1/3/2020,17,-99,2,0,-99,1,1,-99,-99,3,2,2,-99,-99,-99,4,2,-99,10,-99,2,-99,2,1,1,3,2,-99,1,5,5,-99,1,4,8
1/3/2020,18,-99,2,0,-99,0,1,-99,-99,2,1,11,-99,-99,-99,6,1,-99,4,-99,2,-99,2,0,1,3,2,-99,2,10,4,-99,1,6,6
1/3/2020,19,-99,2,1,-99,6,1,-99,-99,3,20,49,-99,-99,-99,9,2,-99,3,-99,2,-99,1,0,0,7,3,-99,3,18,5,-99,1,7,11
1/3/2020,20,-99,1,5,-99,23,1,-99,-99,3,25,30,-99,-99,-99,9,20,-99,10,-99,2,-99,1,0,0,8,3,-99,2,19,4,-99,9,18,8
1/3/2020,21,-99,7,49,-99,37,2,-99,-99,3,18,44,-99,-99,-99,9,10,-99,13,-99,2,-99,2,1,1,4,3,-99,4,36,11,-99,9,29,7
1/3/2020,22,-99,3,53,-99,26,3,-99,-99,3,38,57,-99,-99,-99,7,10,-99,25,-99,2,-99,2,3,1,19,3,-99,6,29,45,-99,23,34,11
1/3/2020,23,-99,1,60,-99,46,2,-99,-99,3,21,85,-99,-99,-99,21,4,-99,64,-99,2,-99,4,4,1,8,2,-99,6,33,11,-99,4,16,29
1/3/2020,24,-99,0,51,-99,48,9,-99,-99,4,57,22,-99,-99,-99,5,22,-99,28,-99,2,-99,2,3,1,5,1,-99,8,70,63,-99,2,34,36
1/4/2020,1,-99,0,57,-99,71,28,-99,-99,11,84,28,-99,-99,-99,5,23,-99,14,-99,11,-99,1,6,32,5,2,-99,4,73,57,-99,2,100,59
1/4/2020,2,-99,0,29,-99,9,29,-99,-99,3,131,13,-99,-99,-99,4,65,-99,9,-99,2,-99,13,21,34,20,3,-99,4,30,37,-99,1,46,68
