FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
1/1/2020,1,-99,-99,27,34,26,30,-99,-99,34,31,28,29,31,28,-99,30,38,-99,32,-99,15,3,27,27,34,31,15,-99,36,35,32,22,34,32,41
1/1/2020,2,-99,-99,27,33,27,28,-99,-99,30,27,31,33,30,35,-99,33,38,-99,31,-99,9,2,24,29,18,36,19,-99,34,29,32,26,33,32,40
1/1/2020,3,-99,-99,30,32,28,26,-99,-99,21,27,32,31,29,34,-99,35,41,-99,29,-99,12,2,25,32,16,33,13,-99,28,31,34,22,32,34,39
1/1/2020,4,-99,-99,28,26,28,25,-99,-99,31,26,30,18,33,31,-99,35,37,-99,29,-99,9,1,21,31,8,24,14,-99,22,30,33,17,19,30,38
1/1/2020,5,-99,-99,27,30,30,25,-99,-99,14,22,27,24,32,30,-99,29,33,-99,30,-99,7,1,23,29,6,26,12,-99,18,29,31,18,19,30,33
1/1/2020,6,-99,-99,26,27,28,22,-99,-99,7,17,24,27,27,30,-99,29,31,-99,29,-99,6,1,28,27,6,26,11,-99,13,27,30,16,19,23,31
1/1/2020,7,-99,-99,27,27,26,19,-99,-99,6,16,23,22,26,28,-99,28,29,-99,29,-99,6,1,20,21,14,27,12,-99,12,26,26,12,23,21,27
1/1/2020,8,-99,-99,25,24,26,17,-99,-99,14,14,21,13,26,28,-99,29,28,-99,31,-99,5,2,15,18,10,24,15,-99,11,24,26,10,25,20,28
1/1/2020,9,-99,-99,21,33,38,17,-99,-99,9,23,21,10,26,43,-99,38,32,-99,33,-99,4,2,10,14,6,14,12,-99,11,29,44,14,20,30,27
1/1/2020,10,-99,-99,26,23,22,20,-99,-99,9,48,28,6,20,22,-99,27,11,-99,11,-99,2,2,6,18,4,9,11,-99,7,23,22,10,6,35,17
1/1/2020,11,-99,-99,13,6,11,11,-99,-99,10,25,12,3,8,10,-99,6,5,-99,9,-99,2,2,3,15,3,5,11,-99,3,9,7,2,5,9,14
1/1/2020,12,-99,-99,6,4,2,4,-99,-99,9,7,9,3,3,3,-99,4,4,-99,3,-99,2,2,3,9,3,5,7,-99,2,5,7,2,4,4,10
1/1/2020,13,-99,-99,3,3,3,4,-99,-99,5,4,5,3,3,4,-99,5,4,-99,3,-99,2,1,3,5,4,5,5,-99,3,4,5,2,4,4,12
1/1/2020,14,-99,-99,2,3,3,2,-99,-99,2,4,2,3,4,4,-99,6,4,-99,3,-99,7,1,3,5,4,6,2,-99,3,4,4,3,4,4,13
1/1/2020,15,-99,-99,2,4,4,1,-99,-99,2,3,2,3,5,5,-99,7,4,-99,3,-99,3,1,3,4,4,7,3,-99,4,3,3,3,5,5,17
1/1/2020,16,-99,-99,3,4,4,2,-99,-99,3,3,3,3,5,6,-99,-99,5,-99,4,-99,3,1,4,3,4,8,3,-99,3,3,4,3,5,5,18
1/1/2020,17,-99,-99,3,4,5,2,-99,-99,3,3,3,4,6,5,-99,-99,5,-99,4,-99,4,1,5,3,6,9,3,-99,3,3,4,3,5,5,18
1/1/2020,18,-99,-99,3,6,5,1,-99,-99,4,4,4,6,8,6,-99,-99,7,-99,7,-99,5,2,6,4,5,10,3,-99,3,4,4,4,5,7,21
1/1/2020,19,-99,-99,6,8,7,8,-99,-99,6,8,7,8,11,8,-99,-99,10,-99,9,-99,6,2,9,5,7,14,3,-99,4,4,8,3,7,9,21
1/1/2020,20,-99,-99,6,8,8,9,-99,-99,5,11,7,13,12,9,-99,-99,14,-99,10,-99,6,2,12,6,8,19,4,-99,5,5,10,3,8,11,23
1/1/2020,21,-99,-99,5,9,7,7,-99,-99,4,13,8,12,12,9,-99,-99,13,-99,12,-99,6,4,9,6,8,16,3,-99,6,6,9,3,8,13,23
1/1/2020,22,-99,-99,4,11,9,10,-99,-99,5,10,5,13,15,9,-99,-99,15,-99,15,-99,5,4,9,9,8,19,3,-99,7,6,11,4,10,14,24
1/1/2020,23,-99,-99,3,11,9,12,-99,-99,6,14,8,14,14,11,-99,-99,17,-99,14,-99,5,2,10,19,6,18,5,-99,8,10,11,5,9,18,20
1/1/2020,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/2/2020,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/2/2020,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/2/2020,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/2/2020,4,-99,-99,6,2,4,2,-99,-99,3,6,17,4,-99,-99,-99,5,6,-99,4,-99,3,4,6,4,3,-99,3,-99,4,12,5,3,5,3,-99
1/2/2020,5,-99,-99,6,4,4,2,-99,-99,4,6,16,6,-99,-99,-99,5,7,-99,4,-99,5,2,6,5,3,-99,3,-99,5,16,7,2,5,4,-99
1/2/2020,6,-99,-99,16,7,10,3,-99,-99,5,10,5,10,-99,-99,-99,7,10,-99,9,-99,6,1,11,6,3,-99,4,-99,6,14,10,3,6,7,-99
1/2/2020,7,-99,-99,17,13,22,7,-99,-99,7,18,14,12,-99,-99,-99,13,15,-99,13,-99,9,1,18,9,5,-99,4,-99,6,19,10,4,9,15,-99
1/2/2020,8,-99,-99,19,12,28,10,-99,-99,8,24,13,13,-99,-99,-99,14,20,-99,14,-99,10,2,18,10,6,-99,12,-99,6,18,9,4,9,19,-99
1/2/2020,9,-99,-99,13,9,13,9,-99,-99,5,19,7,10,12,-99,-99,10,16,-99,11,-99,7,1,11,6,5,-99,9,-99,7,14,7,4,8,16,-99
1/2/2020,10,-99,-99,6,6,9,6,-99,-99,4,6,6,7,7,-99,-99,9,9,-99,7,-99,4,1,6,5,4,-99,5,-99,4,15,10,3,7,11,-99
1/2/2020,11,-99,-99,5,5,7,5,-99,-99,4,4,4,5,5,-99,-99,7,8,-99,6,-99,4,1,4,5,5,9,3,-99,4,10,9,3,6,6,-99
1/2/2020,12,-99,-99,4,4,3,3,-99,-99,4,4,4,5,7,-99,-99,7,7,-99,8,-99,4,2,4,3,5,8,3,-99,3,5,6,3,6,6,-99
1/2/2020,13,-99,-99,3,5,2,1,-99,-99,4,4,4,7,11,-99,-99,5,9,-99,10,-99,4,2,3,4,4,7,3,-99,4,6,6,3,6,5,-99
1/2/2020,14,-99,-99,4,6,2,1,-99,-99,4,4,5,9,8,-99,-99,5,8,-99,11,-99,5,2,3,3,4,6,2,-99,4,8,6,3,6,5,-99
1/2/2020,15,-99,-99,3,6,4,1,-99,-99,5,4,5,8,9,-99,-99,5,10,-99,11,-99,5,2,4,3,5,5,3,-99,4,7,6,3,6,-99,14
1/2/2020,16,-99,-99,2,7,4,1,-99,-99,5,5,5,10,11,-99,-99,6,10,-99,12,-99,4,2,4,4,5,8,4,-99,3,7,5,3,7,3,15
1/2/2020,17,-99,-99,4,7,5,1,-99,-99,6,7,6,11,13,-99,-99,8,11,-99,12,-99,4,2,7,3,7,8,4,-99,2,9,6,3,7,4,18
1/2/2020,18,-99,-99,4,8,8,1,-99,-99,7,9,10,13,15,-99,-99,10,17,-99,12,-99,7,2,9,4,7,14,6,-99,4,13,9,5,9,6,22
1/2/2020,19,-99,-99,9,12,11,10,-99,-99,8,14,18,13,25,-99,-99,22,18,-99,19,-99,8,1,11,5,8,17,7,-99,6,16,15,9,13,12,24
1/2/2020,20,-99,-99,8,25,10,3,-99,-99,5,13,15,19,28,-99,-99,28,23,-99,22,-99,8,1,12,5,8,21,6,-99,4,15,15,7,17,18,31
1/2/2020,21,-99,-99,10,19,7,3,-99,-99,6,15,18,24,19,-99,-99,16,18,-99,23,-99,6,1,7,7,7,24,7,-99,4,13,14,5,10,10,24
1/2/2020,22,-99,-99,9,13,6,10,-99,-99,7,22,15,16,26,-99,-99,15,17,-99,22,-99,7,2,13,14,6,18,5,-99,4,11,11,4,11,7,25
1/2/2020,23,-99,-99,7,13,6,12,-99,-99,7,21,10,14,21,-99,-99,22,13,-99,23,-99,5,1,14,13,6,17,5,-99,3,11,9,4,8,6,23
1/2/2020,24,-99,-99,4,10,6,4,-99,-99,5,14,11,7,18,-99,-99,10,9,-99,15,-99,4,2,8,5,4,10,5,-99,4,11,10,4,6,12,20
1/3/2020,1,-99,3,3,9,2,16,-99,-99,4,17,5,6,15,-99,-99,10,8,-99,14,-99,3,2,7,11,4,8,3,-99,3,9,8,3,5,12,20
1/3/2020,2,-99,3,3,10,3,13,-99,-99,6,14,3,5,13,-99,-99,13,7,-99,11,-99,3,2,8,16,5,7,6,-99,3,9,8,2,5,7,17
1/3/2020,3,-99,5,2,9,6,9,-99,-99,5,17,3,4,11,-99,-99,11,9,-99,11,-99,2,1,6,13,3,8,6,-99,2,7,8,3,6,6,21
1/3/2020,4,-99,8,5,12,13,13,-99,-99,5,12,2,9,18,-99,-99,18,16,-99,14,-99,3,1,9,16,3,6,6,-99,2,9,14,5,8,7,19
1/3/2020,5,-99,7,8,12,3,13,-99,-99,5,21,3,20,20,-99,-99,13,25,-99,17,-99,4,1,21,9,8,17,9,-99,4,12,12,16,14,9,24
1/3/2020,6,-99,4,13,19,11,14,-99,-99,7,23,7,20,23,-99,-99,27,28,-99,26,-99,7,1,17,11,5,23,13,-99,8,13,10,16,24,19,29
1/3/2020,7,-99,14,26,30,30,24,-99,-99,14,26,26,23,34,-99,-99,32,35,-99,32,-99,17,2,20,21,6,27,22,-99,15,40,15,16,30,25,34
1/3/2020,8,-99,7,32,27,37,24,-99,-99,33,30,33,24,34,-99,-99,30,34,-99,36,-99,24,2,22,29,8,24,29,-99,20,41,30,18,28,23,34
1/3/2020,9,-99,10,37,27,41,23,-99,-99,33,32,31,35,34,-99,-99,23,33,-99,28,-99,26,2,28,26,35,27,32,-99,17,41,37,22,22,31,33
1/3/2020,10,-99,18,32,27,40,29,-99,-99,24,32,32,26,38,-99,-99,24,34,-99,26,-99,18,2,28,32,34,26,17,-99,18,34,44,20,28,33,40
1/3/2020,11,-99,19,23,25,42,24,-99,-99,12,32,35,31,35,-99,-99,27,27,-99,29,-99,10,4,27,27,25,-99,13,-99,14,49,39,-99,27,26,44
1/3/2020,12,-99,24,24,22,33,20,-99,-99,11,40,39,29,38,-99,-99,31,22,-99,31,-99,7,4,15,20,9,-99,16,-99,11,38,28,-99,22,31,38
1/3/2020,13,-99,13,27,19,29,12,-99,-99,17,46,31,13,23,-99,-99,23,16,-99,24,-99,7,2,9,12,6,-99,17,-99,4,31,33,-99,14,31,29
1/3/2020,14,-99,11,27,15,27,10,-99,-99,9,39,33,9,14,-99,-99,14,13,-99,16,-99,5,2,7,12,6,-99,12,-99,5,30,31,-99,12,22,23
1/3/2020,15,-99,11,26,14,21,12,-99,-99,9,30,20,9,17,-99,-99,14,15,-99,23,-99,7,2,9,13,6,16,8,-99,6,29,33,-99,10,20,23
1/3/2020,16,-99,12,23,11,11,9,-99,-99,8,21,11,9,20,-99,-99,17,23,-99,24,-99,10,2,10,11,7,16,9,-99,6,18,35,-99,12,23,39
1/3/2020,17,-99,14,8,11,15,10,-99,-99,10,19,13,12,18,-99,-99,20,17,-99,28,-99,12,3,14,11,11,22,10,-99,8,17,26,-99,14,30,33
1/3/2020,18,-99,15,11,17,20,17,-99,-99,11,20,28,15,22,-99,-99,29,14,-99,27,-99,13,4,17,16,12,25,14,-99,14,30,24,-99,17,26,31
1/3/2020,19,-99,32,25,29,45,23,-99,-99,15,38,46,20,29,-99,-99,45,25,-99,33,-99,16,4,24,19,13,35,18,-99,23,61,35,-99,25,35,40
1/3/2020,20,-99,26,30,40,59,28,-99,-99,15,48,36,22,39,-99,-99,45,47,-99,44,-99,18,4,29,32,18,44,28,-99,27,61,36,-99,42,49,40
1/3/2020,21,-99,33,46,38,62,38,-99,-99,19,45,43,24,44,-99,-99,46,41,-99,55,-99,21,4,35,38,18,38,29,-99,33,65,42,-99,46,49,44
1/3/2020,22,-99,25,47,39,60,40,-99,-99,21,44,46,32,42,-99,-99,47,44,-99,56,-99,19,4,38,47,20,44,25,-99,41,63,48,-99,51,50,42
1/3/2020,23,-99,23,49,45,61,37,-99,-99,25,39,47,32,46,-99,-99,53,31,-99,56,-99,24,6,42,47,18,34,22,-99,38,64,42,-99,44,45,51
1/3/2020,24,-99,12,49,35,56,37,-99,-99,30,36,38,36,47,-99,-99,41,41,-99,48,-99,22,5,31,32,17,34,17,-99,32,61,45,-99,31,41,50
1/4/2020,1,-99,8,42,34,49,38,-99,-99,34,32,37,35,46,-99,-99,41,41,-99,43,-99,27,5,35,41,46,41,21,-99,27,49,43,-99,36,42,48
1/4/2020,2,-99,8,39,35,38,35,-99,-99,29,34,32,38,44,-99,-99,39,41,-99,40,-99,20,4,44,38,50,38,22,-99,27,42,41,-99,33,35,48
1/4/2020,3,-99,10,33,32,33,33,-99,-99,26,32,31,28,40,-99,-99,38,41,-99,40,-99,19,4,37,39,30,42,23,-99,21,42,39,-99,28,34,46
1/4/2020,4,-99,8,29,32,35,33,-99,-99,21,30,30,27,35,-99,-99,31,40,-99,42,-99,26,3,37,37,36,39,18,-99,17,40,34,-99,36,33,46
1/4/2020,5,-99,10,18,34,36,31,-99,-99,29,25,28,27,37,-99,-99,32,36,-99,36,-99,25,4,36,29,41,38,21,-99,18,40,33,-99,35,25,44
1/4/2020,6,-99,16,17,37,35,31,-99,-99,30,28,19,32,36,-99,-99,38,27,-99,37,-99,24,7,31,34,36,31,39,-99,25,30,27,-99,36,17,43
1/4/2020,7,-99,31,20,34,30,29,-99,-99,38,20,25,27,40,-99,-99,35,24,-99,33,-99,25,10,27,31,32,23,38,-99,31,33,26,-99,32,15,41
1/4/2020,8,-99,36,22,27,26,27,-99,-99,35,15,17,28,32,-99,-99,30,17,-99,29,-99,22,22,25,31,27,16,36,-99,30,32,22,-99,28,12,42
1/4/2020,9,-99,30,15,21,24,20,-99,-99,29,14,15,24,30,-99,-99,24,18,-99,27,-99,21,21,24,27,23,17,30,-99,26,24,24,-99,24,10,38
1/4/2020,10,-99,32,16,23,28,22,-99,-99,22,13,14,16,28,-99,-99,27,18,-99,32,-99,14,17,23,27,27,20,30,-99,21,28,18,-99,25,7,33
1/4/2020,11,-99,32,22,28,34,25,-99,-99,21,12,24,20,28,-99,-99,33,15,-99,41,-99,13,18,18,31,31,19,23,-99,28,-99,15,-99,33,8,37
1/4/2020,12,-99,30,21,39,27,30,-99,-99,22,11,27,20,33,-99,-99,43,16,-99,46,-99,14,24,18,34,20,18,23,-99,33,26,15,-99,26,9,42
1/4/2020,13,-99,34,22,45,28,37,-99,-99,26,8,27,20,27,-99,-99,44,19,-99,48,-99,13,30,18,38,21,21,27,-99,32,34,16,-99,26,10,37
1/4/2020,14,-99,40,21,41,29,41,-99,-99,28,10,30,20,29,-99,-99,45,17,-99,49,-99,12,26,17,39,20,22,29,-99,24,27,14,-99,25,9,34
1/4/2020,15,-99,43,20,33,26,41,-99,-99,27,10,27,18,25,-99,-99,48,19,-99,50,-99,12,19,19,40,19,21,28,-99,21,28,14,-99,24,10,32
1/4/2020,16,-99,43,17,28,22,35,-99,-99,25,10,24,15,19,-99,-99,42,21,-99,44,-99,12,13,21,36,21,21,26,-99,21,24,13,-99,26,7,28
1/4/2020,17,-99,39,16,22,19,30,-99,-99,21,7,18,12,18,-99,-99,33,25,-99,38,-99,11,11,26,30,26,19,22,-99,24,21,12,-99,32,6,23
1/4/2020,18,-99,29,13,20,18,21,-99,-99,19,5,15,14,20,-99,-99,25,25,-99,36,-99,9,13,24,25,29,18,17,-99,35,22,11,-99,30,7,18
1/4/2020,19,-99,25,14,20,19,19,-99,-99,14,6,14,14,19,-99,-99,20,27,-99,35,-99,8,15,24,24,27,20,16,-99,28,26,13,-99,27,13,16
1/4/2020,20,-99,20,14,19,24,14,-99,-99,12,17,19,19,22,-99,-99,20,32,-99,30,-99,13,13,26,18,26,23,13,-99,23,35,20,-99,27,19,20
1/4/2020,21,-99,17,24,18,33,18,-99,-99,16,21,15,18,23,-99,-99,27,31,-99,30,-99,17,19,32,19,32,25,14,-99,25,29,35,-99,33,23,33
1/4/2020,22,-99,22,25,18,32,18,-99,-99,17,34,15,24,22,-99,-99,35,33,-99,37,-99,21,18,34,22,41,27,15,-99,33,38,30,-99,31,19,25
1/4/2020,23,-99,18,22,27,29,24,-99,-99,15,34,18,23,23,-99,-99,35,34,-99,30,-99,23,16,37,25,40,31,25,-99,33,36,24,-99,40,23,27
1/4/2020,24,-99,14,15,25,28,21,-99,-99,17,30,24,20,32,-99,-99,31,27,-99,34,-99,20,13,35,25,39,25,29,-99,27,28,29,-99,40,18,37
1/5/2020,1,-99,11,10,17,25,20,-99,-99,23,29,20,30,32,-99,-99,27,20,-99,29,-99,28,13,37,23,38,29,22,-99,29,24,31,-99,40,18,38
1/5/2020,2,-99,7,9,21,18,19,-99,-99,24,28,19,33,35,-99,-99,27,32,-99,35,-99,25,13,35,15,36,31,19,-99,25,20,34,-99,39,26,36
1/5/2020,3,-99,12,8,17,18,15,-99,-99,35,26,12,26,37,-99,-99,25,22,-99,25,-99,23,9,27,14,29,29,15,-99,28,27,26,-99,37,16,36
1/5/2020,4,-99,14,14,26,35,11,-99,-99,32,25,11,20,34,-99,-99,31,23,-99,29,-99,23,10,22,16,26,20,13,-99,24,34,21,-99,34,16,37
1/5/2020,5,-99,13,10,35,39,20,-99,-99,26,25,12,19,29,-99,-99,32,29,-99,33,-99,19,9,17,19,19,30,19,-99,24,36,30,-99,29,16,34
1/5/2020,6,-99,13,10,35,38,24,-99,-99,25,22,13,19,29,-99,-99,33,30,-99,34,-99,17,10,19,23,19,29,23,-99,25,36,35,-99,27,24,35
1/5/2020,7,-99,13,21,33,35,25,-99,-99,30,24,20,23,28,-99,-99,33,31,-99,40,-99,17,16,24,28,27,28,29,-99,23,29,34,-99,31,27,36
1/5/2020,8,-99,15,28,34,29,26,-99,-99,35,26,22,21,29,-99,-99,33,31,-99,42,-99,22,12,26,28,37,29,33,-99,25,34,31,-99,33,26,32
1/5/2020,9,-99,21,26,36,26,26,-99,-99,29,26,27,21,28,-99,-99,31,30,-99,42,-99,24,10,22,26,35,29,21,-99,31,34,28,-99,30,20,34
1/5/2020,10,-99,22,21,37,35,30,-99,-99,26,30,29,25,36,-99,-99,32,32,-99,48,-99,17,9,21,24,32,30,25,-99,24,33,28,-99,26,22,43
1/5/2020,11,-99,27,20,37,29,32,-99,-99,19,31,30,33,41,-99,-99,36,33,-99,46,-99,17,14,19,26,28,37,29,-99,23,33,29,-99,27,22,52
1/5/2020,12,-99,25,22,39,32,32,-99,-99,14,25,25,41,42,-99,-99,45,39,-99,46,-99,14,15,23,34,29,44,25,-99,22,28,31,-99,35,13,60
1/5/2020,13,-99,22,9,32,32,23,-99,-99,11,12,21,32,32,-99,-99,36,34,-99,38,-99,14,11,31,25,30,41,20,-99,22,25,24,-99,36,10,56
1/5/2020,14,-99,19,9,18,31,18,-99,-99,13,8,15,27,26,-99,-99,31,29,-99,29,-99,12,7,28,23,29,26,11,-99,17,30,16,-99,33,9,43
1/5/2020,15,-99,21,15,18,30,14,-99,-99,13,6,17,19,27,-99,-99,25,14,-99,35,-99,9,4,30,18,26,26,10,-99,17,24,11,-99,34,8,39
1/5/2020,16,-99,18,13,20,29,17,-99,-99,13,8,14,23,28,-99,-99,27,12,-99,35,-99,8,6,17,19,28,17,12,-99,18,19,9,-99,24,5,30
1/5/2020,17,-99,21,10,25,21,23,-99,-99,16,12,15,18,28,-99,-99,32,17,-99,45,-99,7,11,19,25,19,18,15,-99,24,18,7,-99,26,6,31
1/5/2020,18,-99,30,18,24,25,29,-99,-99,22,13,20,16,30,-99,-99,42,32,-99,46,-99,6,14,30,29,24,25,18,-99,32,24,19,-99,33,15,37
1/5/2020,19,-99,26,30,31,43,32,-99,-99,62,18,58,40,48,-99,-99,67,48,-99,62,-99,11,14,53,36,69,46,51,-99,34,46,33,-99,66,20,38
1/5/2020,20,-99,22,25,66,61,32,-99,-99,79,17,47,73,58,-99,-99,69,39,-99,55,-99,51,12,76,34,77,41,61,-99,46,54,38,-99,86,25,57
1/5/2020,21,-99,25,23,61,62,43,-99,-99,80,22,47,52,60,-99,-99,70,45,-99,60,-99,55,14,56,31,47,44,52,-99,41,49,35,-99,75,34,73
1/5/2020,22,-99,31,24,72,57,70,-99,-99,70,27,56,41,55,-99,-99,67,43,-99,57,-99,48,16,47,57,54,45,46,-99,35,47,41,-99,62,36,57
1/5/2020,23,-99,30,34,71,65,61,-99,-99,50,48,56,47,54,-99,-99,79,40,-99,54,-99,48,13,44,35,51,-99,38,-99,43,51,44,-99,52,35,60
1/5/2020,24,-99,30,21,63,51,54,-99,-99,67,44,48,39,50,-99,-99,64,34,-99,47,-99,45,9,46,32,59,40,30,-99,49,47,42,-99,48,42,56
1/6/2020,1,-99,30,14,54,43,47,-99,-99,45,40,42,37,43,-99,-99,52,37,-99,47,-99,38,7,44,33,47,44,37,-99,49,32,44,-99,46,42,50
1/6/2020,2,-99,36,28,60,44,46,-99,-99,55,36,42,37,39,-99,-99,46,36,-99,44,-99,33,8,42,31,44,42,28,-99,36,45,44,-99,43,37,47
1/6/2020,3,-99,37,22,50,48,43,-99,-99,46,33,41,33,38,-99,-99,42,41,-99,40,-99,31,7,40,30,43,43,26,-99,26,40,38,-99,42,35,42
1/6/2020,4,-99,32,21,43,47,40,-99,-99,46,29,36,32,35,-99,-99,41,38,-99,42,-99,28,7,40,29,37,40,33,-99,29,37,35,-99,41,34,39
1/6/2020,5,-99,33,26,41,48,36,-99,-99,42,30,34,30,32,-99,-99,40,36,-99,39,-99,28,7,35,32,34,34,30,-99,28,43,40,-99,40,30,38
1/6/2020,6,-99,25,33,46,47,34,-99,-99,45,29,41,28,31,-99,-99,39,35,-99,44,-99,26,13,38,34,39,33,33,-99,38,44,38,-99,40,29,39
1/6/2020,7,-99,24,35,50,46,33,-99,-99,52,28,43,31,33,-99,-99,42,36,-99,45,-99,26,14,38,38,39,29,54,-99,37,48,39,-99,43,25,38
1/6/2020,8,-99,25,37,42,51,33,-99,-99,56,32,44,27,33,-99,-99,42,39,-99,53,-99,28,11,34,40,40,28,51,-99,33,-99,46,-99,42,26,37
1/6/2020,9,-99,54,48,47,58,46,-99,-99,63,37,48,31,36,-99,-99,49,35,-99,55,-99,34,10,45,45,52,34,36,-99,34,56,52,-99,44,27,45
1/6/2020,10,-99,53,56,51,60,57,-99,-99,63,54,69,39,40,-99,-99,55,50,-99,55,-99,33,15,64,45,65,44,34,-99,27,71,69,-99,43,40,57
1/6/2020,11,-99,53,-99,48,66,49,-99,-99,43,74,94,40,44,-99,-99,48,63,-99,75,-99,27,17,72,58,68,52,49,-99,34,76,79,-99,41,47,58
1/6/2020,12,-99,34,-99,-99,64,39,-99,-99,49,56,93,40,41,-99,-99,51,85,-99,89,-99,24,6,76,51,80,61,50,-99,23,83,68,-99,57,41,62
1/6/2020,13,-99,25,-99,-99,54,35,-99,-99,48,30,63,28,27,-99,-99,73,45,-99,59,-99,14,7,39,34,85,53,45,-99,16,76,32,-99,55,23,62
1/6/2020,14,-99,25,-99,-99,50,33,-99,-99,38,25,54,17,23,-99,-99,50,36,-99,42,-99,9,5,16,31,37,44,35,-99,15,65,26,-99,31,20,-99
1/6/2020,15,-99,22,-99,40,41,42,-99,-99,30,24,54,16,22,-99,-99,36,32,-99,41,-99,9,4,21,36,40,30,30,-99,15,62,25,-99,33,16,-99
1/6/2020,16,-99,27,-99,30,39,33,-99,-99,32,19,55,21,24,-99,-99,34,27,-99,53,-99,9,2,24,37,37,27,28,-99,12,64,22,-99,31,15,-99
1/6/2020,17,-99,32,-99,30,44,31,-99,-99,41,19,61,25,30,-99,-99,45,34,-99,49,-99,12,2,27,33,27,28,38,-99,9,49,25,-99,37,14,63
1/6/2020,18,-99,47,-99,42,52,42,-99,-99,56,17,49,26,33,-99,-99,45,40,-99,66,-99,19,3,30,47,14,42,51,-99,12,50,27,-99,35,17,65
1/6/2020,19,-99,47,-99,66,66,61,-99,-99,91,32,42,34,52,-99,-99,69,53,-99,90,-99,24,4,30,65,21,49,71,-99,32,77,46,-99,40,34,38
1/6/2020,20,-99,60,-99,67,82,74,-99,-99,31,30,52,45,70,-99,-99,70,59,-99,70,-99,27,7,40,73,23,57,75,-99,32,75,65,-99,63,42,54
1/6/2020,21,-99,62,-99,81,75,86,-99,-99,25,50,47,38,70,-99,-99,81,62,-99,86,-99,42,12,55,62,31,55,81,-99,33,75,58,-99,73,51,62
1/6/2020,22,-99,35,-99,80,74,82,-99,-99,53,59,68,47,66,-99,-99,74,64,-99,76,-99,62,12,82,52,75,56,62,-99,41,78,63,-99,77,57,70
1/6/2020,23,-99,23,-99,82,67,65,-99,-99,56,54,52,64,70,-99,-99,75,62,-99,78,-99,52,14,84,37,74,71,43,-99,55,66,61,-99,60,51,55
1/6/2020,24,-99,21,-99,70,52,40,-99,-99,60,48,50,60,70,-99,-99,76,57,-99,74,-99,45,12,78,24,69,59,34,-99,60,58,61,-99,66,55,65
1/7/2020,1,-99,20,-99,57,49,25,-99,-99,52,43,29,54,64,-99,-99,68,54,-99,58,-99,39,12,72,24,69,53,33,-99,46,44,60,-99,67,51,60
1/7/2020,2,-99,14,-99,51,51,23,-99,-99,40,42,19,47,59,-99,-99,60,51,-99,52,-99,36,14,57,20,60,49,26,-99,30,40,49,-99,60,46,60
1/7/2020,3,-99,8,-99,50,46,20,-99,-99,26,36,18,45,53,-99,-99,58,49,-99,40,-99,30,14,52,22,61,50,21,-99,24,32,41,-99,54,44,56
1/7/2020,4,-99,7,-99,52,37,39,-99,-99,25,34,18,39,44,-99,-99,53,47,-99,44,-99,29,8,40,19,57,50,17,-99,24,33,40,-99,52,42,52
1/7/2020,5,-99,8,-99,44,39,28,-99,-99,35,38,16,38,43,-99,-99,51,45,-99,49,-99,27,8,42,12,49,44,21,-99,38,27,43,-99,48,39,50
1/7/2020,6,-99,6,-99,58,61,20,-99,-99,42,34,32,36,40,-99,-99,48,43,-99,52,-99,26,6,41,15,49,42,30,-99,35,45,44,-99,46,38,51
1/7/2020,7,-99,14,-99,52,50,37,-99,-99,41,39,42,34,39,-99,-99,49,43,-99,52,-99,28,9,40,45,46,42,53,-99,32,54,46,-99,43,35,54
1/7/2020,8,-99,22,-99,47,52,41,-99,-99,46,43,50,32,47,-99,-99,52,45,-99,63,-99,30,11,41,41,45,41,56,-99,42,56,47,-99,42,38,-99
1/7/2020,9,-99,21,-99,47,54,47,-99,-99,32,47,47,37,61,-99,-99,57,41,-99,55,-99,37,10,41,41,53,45,35,-99,42,61,47,-99,57,44,63
1/7/2020,10,-99,21,-99,39,40,33,-99,-99,15,12,38,45,61,-99,-99,43,39,-99,45,-99,39,14,60,28,69,35,14,-99,51,52,39,-99,53,22,51
1/7/2020,11,-99,17,-99,41,38,29,-99,-99,16,16,25,18,18,-99,-99,37,27,-99,36,-99,24,18,30,26,47,26,16,-99,62,38,19,-99,42,13,22
