Fecha,promedioGas,Infectados,Defunciones,Hospitalizados,Acumulado,TIncidencia,Mortalidad,Letalidad,Poblacion,DensidadP,Cluster
12/4/2020,18.854166666666668,719,18,58,5287,0.002892440810824414,0.9847538224860876,34.045772649895966,1827868,16152.95,3
12/7/2020,28.254166666666666,788,27,41,6030,0.003298925305328393,1.4771307337291315,44.77611940298507,1827868,16152.95,3
12/9/2020,35.73809523809524,751,15,49,6696,0.003663284219648246,0.820628185405073,22.401433691756267,1827868,16152.95,3
12/10/2020,30.354166666666664,778,23,30,7108,0.0038886834279061727,1.2582965509544453,32.357906584130546,1827868,16152.95,3
12/11/2020,24.291666666666664,791,26,36,7474,0.004088916705145011,1.4224221880354597,34.787262510034786,1827868,16152.95,3
12/14/2020,22.895833333333336,748,28,43,7930,0.004338387673508153,1.5318392794228028,35.30895334174023,1827868,16152.95,3
12/15/2020,24.904761904761905,760,26,47,8102,0.004432486372101268,1.4224221880354597,32.090841767464816,1827868,16152.95,3
12/16/2020,23.4356884057971,810,21,56,8318,0.004550656830799599,1.148879459567102,25.246453474392876,1827868,16152.95,3
12/17/2020,25.666666666666664,800,28,50,8486,0.0046425671875649655,1.5318392794228028,32.99552203629507,1827868,16152.95,3
12/18/2020,27.6875,890,24,62,8649,0.004731742117045651,1.3130050966481168,27.74887270204648,1827868,16152.95,3
12/21/2020,26.142857142857146,913,30,65,8724,0.004772773526315905,1.641256370810146,34.3878954607978,1827868,16152.95,3
12/22/2020,30.91666666666667,822,28,63,8873,0.004854289259399475,1.5318392794228028,31.556407077651304,1827868,16152.95,3
12/23/2020,32.89583333333333,759,33,47,8876,0.004855930515770286,1.8053820078911609,37.178909418657064,1827868,16152.95,3
12/28/2020,41.08385093167702,947,33,61,8165,0.004466952755888281,1.8053820078911609,40.416411512553594,1827868,16152.95,3
12/29/2020,33.75,1146,38,49,8535,0.0046693743749548645,2.0789247363595185,44.522554188635034,1827868,16152.95,3
12/30/2020,15.020833333333336,1068,39,44,8788,0.004807786995559855,2.13363328205319,44.378698224852066,1827868,16152.95,3
12/31/2020,9.013888888888891,840,33,49,8817,0.004823652473811018,1.8053820078911609,37.4276964954066,1827868,16152.95,3
1/4/2021,35.03219696969697,1220,34,62,8239,0.004507437079701597,1.8600905535848324,41.267144070882395,1827868,16152.95,3
1/5/2021,35.125,1199,37,56,8612,0.004711499955138992,2.0242161906658467,42.96330701346958,1827868,16152.95,3
1/6/2021,30.770833333333336,1158,25,56,9023,0.004936352077939982,1.3677136423417884,27.7069710739222,1827868,16152.95,3
1/7/2021,29.875,1240,34,55,9582,0.005242172848367606,1.8600905535848324,35.48319766228345,1827868,16152.95,3
1/8/2021,31.57142857142857,1176,35,47,10664,0.0058341193127731325,1.914799099278504,32.82070517629408,1827868,16152.95,3
1/11/2021,16.916666666666664,1416,38,64,11468,0.0062739760201502535,2.0789247363595185,33.135681897453786,1827868,16152.95,3
1/12/2021,11.520833333333332,1333,36,68,11651,0.00637409265876967,1.9695076449721756,30.8986353102738,1827868,16152.95,3
1/13/2021,25.104166666666664,1216,34,63,11797,0.006453967135482431,1.8600905535848324,28.82088666610155,1827868,16152.95,3
1/14/2021,26.654761904761912,1192,32,77,12151,0.006647635387238028,1.7506734621974889,26.335281046827426,1827868,16152.95,3
1/15/2021,31.479166666666664,1148,38,59,13189,0.007215510091538339,2.0789247363595185,28.811888695124733,1827868,16152.95,3
1/18/2021,27.85416666666667,1078,35,75,13490,0.007380182814076291,1.914799099278504,25.945144551519647,1827868,16152.95,3
1/19/2021,27.145833333333336,1061,48,66,13341,0.007298667080992719,2.6260101932962336,35.97931189566,1827868,16152.95,3
1/20/2021,11.61904761904762,968,45,70,13146,0.0071919854168900595,2.461884556215219,34.23094477407577,1827868,16152.95,3
1/21/2021,10.083333333333334,887,47,73,12785,0.006994487566935906,2.5713016476025623,36.76183026984748,1827868,16152.95,3
1/22/2021,29.058333333333334,886,45,56,12483,0.006829267758941018,2.461884556215219,36.04902667627974,1827868,16152.95,3
1/25/2021,26.029166666666665,902,43,71,11979,0.006553536688644913,2.352467464827876,35.89615159863094,1827868,16152.95,3
1/26/2021,12.190476190476188,1010,41,53,11662,0.006380110598795974,2.2430503734405334,35.156919910821465,1827868,16152.95,3
1/27/2021,14.895833333333336,815,47,59,11252,0.006155805561451921,2.5713016476025623,41.770351937433354,1827868,16152.95,3
1/28/2021,10.434782608695652,750,35,43,10828,0.0059238413277107535,1.914799099278504,32.32360546730698,1827868,16152.95,3
2/2/2021,13.458333333333336,805,25,46,8904,0.004871248908564514,1.3677136423417884,28.07726864330638,1827868,16152.95,3
2/8/2021,10.5625,790,42,44,7704,0.004214746360240455,2.2977589191342043,54.51713395638629,1827868,16152.95,3
