Fecha,promedioGas,Infectados,Defunciones,Hospitalizados,Acumulado,TIncidencia,Mortalidad,Letalidad,Poblacion,DensidadP,Cluster
1/1/2020,10.891304347826088,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/2/2020,6.595238095238094,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/3/2020,17.375,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/4/2020,30.6875,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/5/2020,38.14583333333333,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/6/2020,46.75,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/7/2020,39.23913043478261,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/8/2020,32.90873015873016,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/9/2020,22.16666666666667,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/10/2020,12.375,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/11/2020,17.956521739130434,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/12/2020,30.354166666666664,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/13/2020,32.369565217391305,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/14/2020,25.42857142857143,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/15/2020,28.94128787878788,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/16/2020,22.92559523809524,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/17/2020,24.583333333333336,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/18/2020,29.8125,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/19/2020,20.73913043478261,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/20/2020,13.595238095238097,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/21/2020,20.20833333333333,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/22/2020,17.479166666666668,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/23/2020,15.479166666666664,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/24/2020,12.479166666666664,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/25/2020,11.76086956521739,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/26/2020,11.575,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/27/2020,11.708333333333336,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/28/2020,12.583333333333336,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/29/2020,11.958333333333336,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
1/30/2020,8.729166666666666,0,0,0,0,0.0,0.0,0.0,1827868,16152.95,2
