Fecha,promedioGas,Infectados,Defunciones,Hospitalizados,Acumulado,TIncidencia,Mortalidad,Letalidad,Poblacion,DensidadP,Cluster
4/2/2020,19.45652173913044,16,2,8,140,7.659196397114015e-05,0.10941709138734304,142.85714285714286,1827868,16152.95,1
4/6/2020,17.5,30,3,20,189,0.0001033991513610392,0.1641256370810146,158.7301587301587,1827868,16152.95,1
4/7/2020,18.714285714285715,23,3,14,190,0.00010394623681797591,0.1641256370810146,157.89473684210526,1827868,16152.95,1
4/10/2020,17.5,28,4,21,230,0.00012582965509544454,0.2188341827746861,173.91304347826087,1827868,16152.95,1
4/11/2020,14.333333333333336,19,5,15,237,0.00012965925329400154,0.2735427284683577,210.9704641350211,1827868,16152.95,1
4/12/2020,7.486166007905138,17,5,13,245,0.0001340359369494953,0.2735427284683577,204.08163265306118,1827868,16152.95,1
4/13/2020,19.07142857142857,50,4,24,286,0.00015646644068390057,0.2188341827746861,139.86013986013987,1827868,16152.95,1
4/14/2020,18.194746376811594,49,7,27,324,0.00017725568804749576,0.3829598198557007,216.0493827160494,1827868,16152.95,1
4/15/2020,16.125,40,8,18,348,0.00019038573901397694,0.4376683655493722,229.88505747126442,1827868,16152.95,1
4/17/2020,18.6875,77,9,37,442,0.00024181177196602816,0.4923769112430438,203.61990950226246,1827868,16152.95,1
4/18/2020,23.22727272727273,43,8,31,466,0.00025494182293250937,0.4376683655493722,171.67381974248923,1827868,16152.95,1
4/19/2020,14.976190476190474,66,11,42,514,0.00028120192486547166,0.6017940026303868,214.0077821011673,1827868,16152.95,1
4/20/2020,18.25,98,12,47,575,0.00031457413773861134,0.6565025483240584,208.69565217391303,1827868,16152.95,1
4/21/2020,19.58333333333333,95,15,42,635,0.00034739926515481426,0.820628185405073,236.2204724409449,1827868,16152.95,1
4/22/2020,17.4375,103,8,60,715,0.0003911661017097515,0.4376683655493722,111.88811188811192,1827868,16152.95,1
4/23/2020,18.71557971014493,83,17,47,756,0.0004135966054441569,0.9300452767924162,224.8677248677249,1827868,16152.95,1
4/24/2020,20.369565217391305,111,16,48,832,0.0004551751001713472,0.8753367310987444,192.3076923076923,1827868,16152.95,1
4/25/2020,18.785714285714285,72,19,44,872,0.0004770585184488157,1.0394623681797592,217.88990825688077,1827868,16152.95,1
4/26/2020,11.416666666666668,76,22,43,916,0.0005011302785540311,1.2035880052607737,240.17467248908298,1827868,16152.95,1
4/27/2020,14.770833333333332,110,19,46,965,0.0005279374659439303,1.0394623681797592,196.89119170984455,1827868,16152.95,1
4/28/2020,19.016304347826086,131,15,52,1047,0.000572798473412741,0.820628185405073,143.2664756446991,1827868,16152.95,1
4/29/2020,19.01515151515152,151,25,60,1141,0.0006242245063647923,1.3677136423417884,219.10604732690624,1827868,16152.95,1
4/30/2020,12.766798418972332,141,33,52,1208,0.0006608792319795523,1.8053820078911609,273.17880794701995,1827868,16152.95,1
5/1/2020,19.071428571428573,96,28,49,1224,0.0006696325992905397,1.5318392794228028,228.7581699346405,1827868,16152.95,1
5/2/2020,20.625,87,19,36,1265,0.0006920631030249449,1.0394623681797592,150.19762845849803,1827868,16152.95,1
5/3/2020,15.208333333333336,74,24,40,1273,0.0006964397866804388,1.3130050966481168,188.53102906520039,1827868,16152.95,1
5/4/2020,15.166666666666664,141,30,46,1310,0.0007166819485870968,1.641256370810146,229.0076335877863,1827868,16152.95,1
5/5/2020,14.477355072463768,127,27,46,1331,0.0007281707431827681,1.4771307337291315,202.85499624342603,1827868,16152.95,1
5/6/2020,15.717391304347824,159,29,40,1394,0.0007626371269697813,1.5865478251164746,208.0344332855093,1827868,16152.95,1
5/7/2020,19.214285714285715,129,15,40,1445,0.0007905384852735537,0.820628185405073,103.80622837370241,1827868,16152.95,1
5/9/2020,15.886775362318842,110,16,36,1579,0.0008638479365030735,0.8753367310987444,101.3299556681444,1827868,16152.95,1
5/10/2020,12.29981884057971,89,29,61,1595,0.000872601303814061,1.5865478251164746,181.8181818181818,1827868,16152.95,1
