Fecha,promedioGas,Infectados,Defunciones,Hospitalizados,Acumulado,TIncidencia,Mortalidad,Letalidad,Poblacion,DensidadP
1/1/2020,0.2326086956521739,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/2/2020,0.3119047619047619,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/3/2020,0.29166666666666663,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/4/2020,0.38125000000000003,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/5/2020,0.53125,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/6/2020,0.8583333333333332,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/7/2020,0.6375,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/8/2020,0.5819327731092436,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/9/2020,0.5958333333333334,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/10/2020,0.3854166666666668,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/11/2020,0.29347826086956524,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/12/2020,0.37083333333333335,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/13/2020,0.6354166666666667,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/14/2020,0.5571428571428572,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/15/2020,0.6835227272727273,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/16/2020,0.3330357142857143,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/17/2020,0.44375,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/18/2020,0.5708333333333334,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/19/2020,0.19791666666666669,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/20/2020,0.16666666666666666,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/21/2020,0.2708333333333334,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/22/2020,0.2479166666666666,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/23/2020,0.17916666666666664,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/24/2020,0.1625,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/25/2020,0.25,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/26/2020,0.18749999999999994,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/27/2020,0.2,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/28/2020,0.19791666666666666,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/29/2020,0.2062499999999999,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/30/2020,0.1041666666666667,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
1/31/2020,0.215,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/1/2020,0.17894736842105266,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/2/2020,0.23125,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/3/2020,0.13541666666666666,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/4/2020,0.07708333333333336,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/5/2020,0.2,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/6/2020,0.2354166666666667,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/7/2020,0.6190476190476191,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/8/2020,0.4729166666666666,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/9/2020,0.4770833333333333,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/10/2020,0.7041666666666666,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/11/2020,0.7208333333333333,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/12/2020,0.28722826086956516,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/13/2020,0.4934640522875816,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/14/2020,0.6225543478260869,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/15/2020,0.6354166666666667,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/16/2020,0.5270833333333333,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/17/2020,0.6749999999999999,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/18/2020,0.8073369565217391,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/19/2020,0.6984523809523809,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/20/2020,0.31755952380952374,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
2/21/2020,0.32291666666666674,0,0,0,0,0.0,0.0,0.0,1827868,16152.95
