Fecha,promedioGas,Infectados,Defunciones,Hospitalizados,Acumulado,TIncidencia,Mortalidad,Letalidad,Poblacion,DensidadP
1/1/2020,0.12608695652173915,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/2/2020,0.09523809523809526,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/3/2020,0.18333333333333332,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/4/2020,0.2458333333333333,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/5/2020,0.225,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/6/2020,0.4916666666666666,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/7/2020,0.2041666666666667,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/8/2020,0.5666666666666665,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/9/2020,0.3333333333333334,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/10/2020,0.20434782608695648,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/11/2020,0.2,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/12/2020,0.2833333333333333,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/13/2020,0.19166666666666668,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/14/2020,0.4333333333333334,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/15/2020,0.3583333333333333,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/16/2020,0.3333333333333333,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/17/2020,0.3583333333333333,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/18/2020,0.3250000000000001,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/19/2020,0.18333333333333332,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/20/2020,0.3238095238095238,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/21/2020,0.3722727272727273,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/22/2020,0.21428571428571427,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/23/2020,0.22083333333333333,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/24/2020,0.3,0,0,0,0,0.0,0.0,0.0,199224,2787.52
1/25/2020,0.29999999999999993,0,0,0,0,0.0,0.0,0.0,199224,2787.52
