FECHA,PROMEDIO
1/1/2020,0.2680118151379544
1/2/2020,0.16440813572392526
1/3/2020,0.24269379688634346
1/4/2020,0.3230193236714975
1/5/2020,0.3112290712508104
1/6/2020,0.5523968103694514
1/7/2020,0.2865687536092032
1/8/2020,0.4297033556112504
1/9/2020,0.38171908341035615
1/10/2020,0.326215457474856
1/11/2020,0.3608344808001559
1/12/2020,0.37487060041407866
1/13/2020,0.35465747702589806
1/14/2020,0.3541297944616444
1/15/2020,0.3672404872730244
1/16/2020,0.3104181371165067
1/17/2020,0.297016369047619
1/18/2020,0.3593233283926219
1/19/2020,0.1992542613636364
1/20/2020,0.353609587694727
1/21/2020,0.4270475624593272
1/22/2020,0.36695189205284773
1/23/2020,0.29363395808361487
1/24/2020,0.3213697073032111
1/25/2020,0.32369495874072535
1/26/2020,0.2783503401360545
1/27/2020,0.26906307977736543
1/28/2020,0.2859501149117854
1/29/2020,0.2773650736771855
1/30/2020,0.20098900613570442
1/31/2020,0.22813587292624563
2/1/2020,0.3906034316560633
2/2/2020,0.5140126844932338
2/3/2020,0.22322912594651728
2/4/2020,0.21397316451664278
2/5/2020,0.17660173160173162
2/6/2020,0.24583333333333338
2/7/2020,0.36272989254181204
2/8/2020,0.3099420917247004
2/9/2020,0.31232949798739273
2/10/2020,0.37532377344877343
2/11/2020,0.3764352366423305
2/12/2020,0.23010320597277115
2/13/2020,0.31824397595295423
2/14/2020,0.42190359494929436
2/15/2020,0.4186770320776533
2/16/2020,0.30777244494635797
2/17/2020,0.3129511313574733
2/18/2020,0.3621212528073431
2/19/2020,0.3837622154124808
2/20/2020,0.24848235029397653
2/21/2020,0.2336549707602339
2/22/2020,0.37275707384403034
2/23/2020,0.3487764156768733
2/24/2020,0.30684854758767793
2/25/2020,0.21882379560011142
2/26/2020,0.2916743522178305
2/27/2020,0.33111615996513016
2/28/2020,0.3226849865110734
2/29/2020,0.3572665429808287
3/1/2020,0.36400901269598746
3/2/2020,0.2715062656641604
3/3/2020,0.21665296860949035
3/4/2020,0.2072440763745112
3/5/2020,0.3399342806951502
3/6/2020,0.327037037037037
3/7/2020,0.2622342995169082
3/8/2020,0.3117599554441659
3/9/2020,0.3028136406077582
3/10/2020,0.29554071773636986
3/11/2020,0.37514312516028764
3/12/2020,0.28355362219778696
3/13/2020,0.26127062550975594
3/14/2020,0.246989417989418
3/15/2020,0.21663507989594952
3/16/2020,0.22300724637681155
3/17/2020,0.3188159232072277
3/18/2020,0.32830134680134676
3/19/2020,0.2865160354519622
3/20/2020,0.24446922862712334
3/21/2020,0.20997584541062803
3/22/2020,0.261111111111111
3/23/2020,0.28534851621808144
3/24/2020,0.3014693519041345
3/25/2020,0.27584437543133195
3/26/2020,0.32295711586069825
3/27/2020,0.33807675244010654
3/28/2020,0.32500184856551323
3/29/2020,0.23658126293995854
3/30/2020,0.3076207729468599
3/31/2020,0.2464613526570048
4/1/2020,0.24761904761904766
4/2/2020,0.22554852876592008
4/3/2020,0.24295972143798225
4/4/2020,0.23791407867494827
4/5/2020,0.20069405232448712
4/6/2020,0.23730158730158732
4/7/2020,0.20624149659863947
4/8/2020,0.20722496706192356
4/9/2020,0.25012077294685997
4/10/2020,0.21978480456741328
4/11/2020,0.20407004830917871
4/12/2020,0.15028985507246378
4/13/2020,0.2501957671957672
4/14/2020,0.26569609134826516
4/15/2020,0.2716908212560387
4/16/2020,0.2560024154589372
4/17/2020,0.29513285024154595
4/18/2020,0.33171168203776896
4/19/2020,0.3305406373075546
4/20/2020,0.2714970355731225
4/21/2020,0.23762033377250766
4/22/2020,0.2401811594202899
4/23/2020,0.23686649099692578
4/24/2020,0.2872222222222222
4/25/2020,0.2957086167800454
4/26/2020,0.13859989648033127
4/27/2020,0.19136904761904766
4/28/2020,0.2679653679653679
4/29/2020,0.25375846979107847
