FECHA,PROMEDIO
1/1/2020,1.0
1/2/2020,1.0
1/3/2020,1.0
1/4/2020,0.8333333333333335
1/5/2020,0.9666666666666667
1/6/2020,0.9125
1/7/2020,0.90625
1/8/2020,0.8888888888888888
1/9/2020,0.9166666666666666
1/10/2020,0.93
1/11/2020,0.8712121212121212
1/12/2020,0.9074074074074073
1/13/2020,0.8506944444444443
1/14/2020,0.8961038961038962
1/15/2020,0.7973958333333334
1/16/2020,0.7833333333333333
1/17/2020,0.8333333333333334
1/18/2020,0.8368055555555555
1/19/2020,1.0
1/20/2020,0.7424242424242423
1/21/2020,0.7987179487179487
1/22/2020,0.9545454545454546
1/23/2020,0.8571428571428572
1/24/2020,0.8833333333333334
1/25/2020,0.9103571428571428
1/26/2020,0.8666666666666668
1/27/2020,0.9206349206349207
1/28/2020,0.9791666666666667
1/29/2020,0.8904761904761905
1/30/2020,0.875
1/31/2020,0.8
2/1/2020,0.767948717948718
2/2/2020,0.9155555555555555
2/3/2020,0.8148148148148149
2/4/2020,0.8571428571428571
2/5/2020,1.0
2/6/2020,0.9
2/7/2020,0.8518518518518519
2/8/2020,0.9722222222222222
2/9/2020,0.9047619047619048
2/10/2020,0.7670329670329671
2/11/2020,0.8595238095238095
2/12/2020,0.9375
2/13/2020,0.7916666666666666
2/14/2020,0.8759431045145332
2/15/2020,0.7838888888888889
2/16/2020,0.8866666666666667
2/17/2020,0.8181818181818182
2/18/2020,0.8333333333333334
2/19/2020,0.8603174603174604
2/20/2020,0.8125
2/21/2020,0.8816666666666666
2/22/2020,0.8059523809523809
2/23/2020,1.0
2/24/2020,1.0
2/25/2020,0.875
2/26/2020,0.8766666666666666
2/27/2020,0.875
2/28/2020,0.875
2/29/2020,0.8571428571428571
3/1/2020,1.0
3/2/2020,0.9375
3/3/2020,0.95
3/4/2020,0.875
3/5/2020,0.8977272727272727
3/6/2020,1.0
3/7/2020,1.0
3/8/2020,0.8333333333333333
3/9/2020,0.8787878787878789
3/10/2020,0.75
3/11/2020,0.8525641025641024
3/12/2020,0.890625
3/13/2020,0.8125
3/14/2020,1.0
3/15/2020,1.0
3/16/2020,0.6388888888888888
3/17/2020,0.7380952380952381
3/18/2020,0.8257575757575758
3/19/2020,0.9246031746031745
3/20/2020,0.7333333333333334
3/22/2020,0.5888888888888889
3/23/2020,1.0
3/24/2020,0.8571428571428571
3/25/2020,1.0
3/26/2020,1.0
3/27/2020,0.9375
3/28/2020,1.0
3/30/2020,0.75
3/31/2020,1.0
4/1/2020,0.5
4/2/2020,0.3333333333333333
4/3/2020,0.9375
4/4/2020,0.75
4/5/2020,1.0
4/6/2020,1.0
4/7/2020,1.0
4/8/2020,1.0
4/10/2020,0.75
4/11/2020,1.0
4/13/2020,1.0
4/14/2020,1.0
4/15/2020,1.0
4/16/2020,1.0
4/18/2020,1.0
4/20/2020,0.9444444444444443
4/21/2020,0.75
4/22/2020,0.8333333333333334
4/23/2020,0.7777777777777777
4/25/2020,0.8333333333333334
4/28/2020,0.8333333333333333
4/29/2020,0.5
5/1/2020,1.0
5/2/2020,0.75
5/4/2020,0.8333333333333334
5/6/2020,0.0
