FECHA,PROMEDIO
1/1/2020,0.8602265215079861
1/2/2020,0.8163265306122449
1/3/2020,0.8540294246815986
1/4/2020,0.8986363636363637
1/5/2020,0.4
1/6/2020,1.0
1/7/2020,0.9833333333333334
1/8/2020,1.0
1/9/2020,0.9791666666666666
1/10/2020,0.9350642430885397
1/11/2020,0.9696969696969698
1/12/2020,1.0
1/13/2020,1.0
1/14/2020,1.0
1/15/2020,1.0
1/16/2020,1.0
1/17/2020,0.9682539682539683
1/18/2020,1.0
1/19/2020,0.8930319108808812
1/20/2020,0.9325396825396827
1/21/2020,0.9032752271882708
1/22/2020,0.9571428571428571
1/23/2020,0.9077491136314665
1/24/2020,0.9678571428571429
1/25/2020,0.9526969597907814
1/26/2020,0.9963369963369964
1/27/2020,0.9556277056277056
1/28/2020,0.9255397811298433
1/29/2020,0.9463594648385669
1/30/2020,0.9155867683041597
1/31/2020,0.922588798365196
2/1/2020,1.0
2/2/2020,1.0
2/3/2020,0.9439348091522005
2/4/2020,0.8732517482517481
2/5/2020,0.8076923076923078
2/6/2020,0.8502778685845048
2/7/2020,0.9268440709617181
2/8/2020,0.8871753246753247
2/9/2020,0.9572981366459627
2/10/2020,1.0
2/11/2020,0.979591836734694
2/12/2020,0.9594638770840144
2/13/2020,0.9523809523809524
2/14/2020,0.96
2/15/2020,0.9813405797101448
2/16/2020,0.967147435897436
2/17/2020,1.0
2/18/2020,1.0
2/19/2020,0.9848484848484848
2/20/2020,0.9821428571428571
2/21/2020,0.9546843028709461
2/22/2020,1.0
2/23/2020,0.989010989010989
2/24/2020,0.9603729603729604
2/25/2020,0.8062298603651987
2/26/2020,0.818255274137627
2/27/2020,0.9715909090909091
2/28/2020,0.9642857142857143
2/29/2020,1.0
3/1/2020,1.0
3/2/2020,1.0
3/3/2020,0.8267315852212879
3/4/2020,0.7596100759144238
3/5/2020,0.8635171459888303
3/6/2020,0.7455357142857143
3/7/2020,0.8496376811594203
3/8/2020,0.9047619047619048
3/9/2020,0.9416666666666668
3/10/2020,0.9206349206349207
3/11/2020,0.8831168831168832
3/12/2020,0.9370670995670995
3/13/2020,0.9397602397602398
3/14/2020,1.0
3/15/2020,0.9666666666666668
3/16/2020,0.9585414585414586
3/17/2020,0.9747474747474747
3/18/2020,0.9656862745098039
3/19/2020,0.9652777777777778
3/20/2020,0.9277777777777777
3/21/2020,0.9433198380566802
3/22/2020,0.8021062271062271
3/23/2020,0.9711538461538461
3/24/2020,0.9356565656565655
3/25/2020,0.9119904667981592
3/26/2020,0.948051948051948
3/27/2020,0.8674627745835175
3/28/2020,0.9506222822012297
3/29/2020,0.9322916666666666
3/30/2020,0.9388888888888889
3/31/2020,0.9419642857142857
4/1/2020,0.9226475279106858
4/2/2020,0.9438657407407408
4/3/2020,0.8247629821159232
4/4/2020,0.7533858998144712
4/5/2020,0.7829230137030887
4/6/2020,0.8412404116351484
4/7/2020,0.7358907957122243
4/8/2020,0.8126051702732375
4/9/2020,0.8372448979591837
4/10/2020,0.7436447481090339
4/11/2020,0.8052536231884059
4/12/2020,0.5124223602484472
4/13/2020,0.8034819190834229
4/14/2020,0.7940829098437795
4/15/2020,0.858306277056277
4/16/2020,0.938562091503268
4/17/2020,0.9343434343434344
4/18/2020,0.9482230392156863
4/19/2020,0.8411425219087757
4/20/2020,0.7558507056668821
4/21/2020,0.6847170686456401
4/22/2020,0.6165283991370949
4/23/2020,0.7077380952380953
4/24/2020,0.7989413364413364
4/25/2020,0.8091295948203842
4/26/2020,0.617805637774678
4/27/2020,0.6529548882490059
4/28/2020,0.5379435797987834
4/29/2020,0.7081162656610226
4/30/2020,0.6028199741435036
5/1/2020,0.5408333508842132
5/2/2020,0.6430684284510024
5/3/2020,0.676442458961256
5/4/2020,0.6611574933003505
